,16 2TH,18 2TH,22 2TH,26 2TH,28 2TH,36 2TH,41 2TH,46 2TH,51 2TH,Atomic Number_wt-mad,Atomic Number_wt-mean,Atomic Volume_wt-mad,Atomic Volume_wt-mean,Atomic Weight_wt-mad,Atomic Weight_wt-mean,Bi Loading,Boiling Temperature_wt-mad,Boiling Temperature_wt-mean,Ca Loading,Co Loading,Conductivity_wt-mad,Conductivity_wt-mean,Covalent Radius_wt-mad,Covalent Radius_wt-mean,Cr Loading,Cu Loading,Density_wt-mad,Density_wt-mean,Dipole Polarizability_wt-mad,Dipole Polarizability_wt-mean,Eighth Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Electron Affinity_wt-mad,Electron Affinity_wt-mean,Electronegativity_wt-mad,Electronegativity_wt-mean,Element Dictionary,Fe Loading,Fifth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,First Ionization Energy_wt-mad,First Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fusion Enthalpy_wt-mad,Fusion Enthalpy_wt-mean,GS Bandgap_wt-mad,GS Bandgap_wt-mean,GS Energy_wt-mad,GS Energy_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Fusion_wt-mad,Heat Fusion_wt-mean,Hf Loading,In Loading,Ir Loading,IsAlkali_wt-mad,IsAlkali_wt-mean,IsDBlock_wt-mad,IsDBlock_wt-mean,IsFBlock_wt-mad,IsFBlock_wt-mean,IsMetal_wt-mad,IsMetal_wt-mean,IsMetalloid_wt-mad,IsMetalloid_wt-mean,IsNonmetal_wt-mad,IsNonmetal_wt-mean,K Loading,Measured Conversion,Melting Temperature_wt-mad,Melting Temperature_wt-mean,Mendeleev Number_wt-mad,Mendeleev Number_wt-mean,Mg Loading,Mn Loading,Mo Loading,Ni Loading,Number Unfilled Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Valence Electrons_wt-mad,Number Valence Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Valance Electrons_wt-mad,Number d-shell Valance Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Valance Electrons_wt-mad,Number f-shell Valance Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Valance Electrons_wt-mad,Number p-shell Valance Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Valance Electrons_wt-mad,Number s-shell Valance Electrons_wt-mean,Os Loading,Pd Loading,Periodic Table Column_wt-mad,Periodic Table Column_wt-mean,Periodic Table Row_wt-mad,Periodic Table Row_wt-mean,Polarizability_wt-mad,Polarizability_wt-mean,Pt Loading,Re Loading,Rh Loading,Ru Loading,Sc Loading,Second Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sr Loading,Third Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,W Loading,XRD 2TH 11.10,XRD 2TH 12.79,XRD 2TH 16.19,XRD 2TH 17.50,XRD 2TH 18.15,XRD 2TH 18.94,XRD 2TH 19.60,XRD 2TH 21.84,XRD 2TH 26.74,XRD 2TH 28.61,XRD 2TH 32.10,XRD 2TH 33.59,XRD 2TH 34.26,XRD 2TH 35.35,XRD 2TH 36.03,XRD 2TH 37.12,XRD 2TH 38.49,XRD 2TH 40.14,XRD 2TH 40.83,XRD 2TH 46.27,XRD 2TH 50.54,XRD 2TH 53.42,Y Loading,Zn Loading,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,ammonia_concentration,n_averaged,n_elements,phi_wt-mad,phi_wt-mean,reactor_number,space_velocity,standard error,temperature,predictions
83_300_0,0.7870680937909942,0.0,0.3425642638127542,0.0,0.3227061307007801,0.0,0.3082820077201305,1.8398829077252048,0.3239447880109623,926.5,25.5,2096.830064891124,60.419181095000006,4542.1544310975005,55.259975000000004,0.0,5015793.375,1731.375,0.0,0.0,9756.122500000001,100.475,30561.0,187.875,0.0,0.0,31065738.375,3691.125,657.4142249999999,34.2225,17990.8608,116.16,3774.765,55.675,2.0271000000000003,1.165,"dict_items([('Ru', 2), ('Pd', 2.0), ('K', 12)])",0.0,5124.5067,61.995,34.85068377757256,5.2176724750000005,2782.5210749999997,45.6825,166.60379583333335,8.6675,0.0,0.0,-13.44825805988468,-2.6147058022500005,0.259364,0.628,755.3854000000001,28.455000000000002,166.60379583333335,8.6675,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.297161443,1283203.115975,806.77875,685.6666666666667,17.0,0.0,0.0,0.0,0.0,2.0833333333333335,1.25,19.0,3.0,0.375,0.375,12.041666666666668,2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,0.5833333333333334,0.875,0.0,0.02,19.0,3.0,19.833333333333336,4.25,657.4142249999999,34.2225,0.0,0.0,0.0,0.02,0.0,638.5535583333333,28.24625,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1501.9381923333335,42.0295,0.0,0.010637662021268852,0.007171244347753964,0.06766332525250861,0.09608081327047836,0.1070824088417402,0.137818708483796,0.13522164733582004,0.09865610953878552,0.02298982342121543,0.2611548503684318,0.01395549130787562,0.05382794315046231,0.0984063566918786,0.03247339504698046,0.031300871111929286,0.025120024436126067,0.015729186845180734,0.017941596076590433,0.12336223894092364,0.07326537155549043,0.03283591256959105,0.03728229479554157,0.0,0.0,0.15605833333333335,0.38375,3.263975,1.9662499999999998,0.215915625,0.5331250000000001,1.7985718750000002,1.433125,9.909178124999999,3.399375,1.0795660040000001,4.0,3.0,13.291041666666668,3.04375,14.0,2184.35,0.040632661,300.0,0.34045304829000017
27_300_0,0.0,0.0,0.0,0.0,0.44147713437403613,0.4051276488237221,0.0,1.9781630936019208,0.0,1936.0,44.0,184.08721600553284,13.56787441,10215.1449,101.07,0.0,19562929.0,4423.0,0.0,0.0,13689.0,117.0,21316.0,146.0,0.0,0.0,153016900.0,12370.0,92.16,9.6,0.0,0.0,10261.689999999999,101.3,4.840000000000001,2.2,"dict_items([('Ru', 4)])",0.0,0.0,0.0,54.17696025,7.3605,0.0,0.0,1489.1881000000003,38.59,0.0,0.0,-84.54128648657095,-9.19463357,0.05664400000000001,0.23800000000000002,578.8835999999999,24.06,1489.1881000000003,38.59,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.165468124,6796449.0,2607.0,3136.0,56.0,0.0,0.0,0.0,0.0,16.0,4.0,64.0,8.0,9.0,3.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,64.0,8.0,25.0,5.0,92.16,9.6,0.0,0.0,0.0,0.04,0.0,280.89760000000007,16.76,0.0,0.0,0.0,0.0,0.0,810.5409,28.47,0.0,0.004689313964758063,0.001191648937409434,0.05462610863163511,0.10494485434472604,0.12610356552724303,0.1503720243958604,0.15438057553616494,0.09503070791877173,0.007984403513012387,0.07261172704331373,0.0071827998952910905,0.01062460891072244,0.0198315101695486,0.3732821886792544,0.057288586780338074,0.06909763720909022,0.05044105000886548,0.0907348961980824,0.045657250304709227,0.13666769676725374,0.007623950330582995,0.02197586788661239,0.0,0.0,0.2025,0.45,2.1315999999999997,1.46,0.09922500000000001,0.315,1.311025,1.145,6.7860249999999995,2.605,0.86,2.0,1.0,29.160000000000004,5.4,0.0,2308.775,0.004361785,300.0,0.2241799204800001
118_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849.0,43.0,211.248130765944,14.53437755,9705.205224999998,98.51499999999999,0.0,21785556.25,4667.5,0.0,0.0,16256.25,127.5,22500.0,150.0,0.0,0.0,128255625.0,11325.0,125.44,11.2,10310.48,71.8,7499.5599999999995,86.6,4.7524000000000015,2.18,"dict_items([('Ru', 2), ('Mo', 2.0)])",0.0,1484.58005,27.245,52.221796396225,7.226465,1076.48,23.2,1446.6612249999998,38.035,0.0,0.0,-100.40782836419626,-10.02037067,0.05978025,0.2445,578.8835999999999,24.06,1446.6612249999998,38.035,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.076520842,7570752.25,2751.5,2809.0,53.0,0.0,0.0,0.02,0.0,25.0,5.0,49.0,7.0,16.0,4.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,49.0,7.0,25.0,5.0,125.44,11.2,0.0,0.0,0.0,0.02,0.0,270.9316,16.46,7895.720448,62.832,2368.61926088,34.4138,0.0,772.8399999999999,27.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089999999999999,0.47,2.1904,1.48,0.08850625,0.2975,1.39830625,1.1825,7.088906250000001,2.6625,0.957020057,3.0,2.0,25.250625000000007,5.025,7.0,2047.3514850000001,0.015993278,300.0,0.2832159551350001
113_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,36.0,150.17471688363332,12.254579425,6381.08599489,79.8817,0.0,14474220.25,3804.5,0.0,0.0,10805.6025,103.95,18225.0,135.0,0.0,0.0,113188321.0,10639.0,67.23999999999998,8.2,13122.0,81.0,11374.2225,106.65,4.223025000000001,2.055,"dict_items([('Ru', 2), ('Ni', 2.0)])",0.0,2892.5618,38.03,56.2522500225,7.50015,1507.0049999999999,27.45,785.9612250000002,28.035000000000004,0.0,0.0,-54.32396172130807,-7.37047907,0.11628100000000001,0.341,628.2542249999999,25.064999999999998,785.9612250000002,28.035000000000004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4698056.25,2167.5,3422.25,58.5,0.0,0.0,0.0,0.02,9.0,3.0,81.0,9.0,6.25,2.5,56.25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,2.25,1.5,0.0,0.0,81.0,9.0,20.25,4.5,67.23999999999998,8.2,0.0,0.0,0.0,0.02,0.0,305.0059659364,17.46442,8844.5,66.5,5832.0,54.0,0.0,1013.1488999999999,31.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10400625,0.3225,1.7955999999999999,1.3399999999999999,0.08265624999999999,0.2875,1.10775625,1.0525,5.72405625,2.3925,0.858058608,3.0,2.0,28.090000000000003,5.300000000000001,1.0,2156.7,0.0,300.0,0.22115217317500002
42_300_0,0.0,0.0,0.0,0.0,0.3203265148863217,0.6454710907050085,0.2724258309930221,1.6957307151269347,0.3477365324355972,674.9166666666666,22.25,1999.9609790851907,59.785381493125,3092.00859976375,46.6456125,0.0,4746249.270833334,1647.8125,0.0,0.0,10474.06,101.23125,29109.208333333332,184.625,0.0,0.0,22763896.75,3085.375,681.7199749999999,34.2975,23217.005400000002,146.535,5550.766041666666,63.631249999999994,1.8251270833333333,1.110625,"dict_items([('Ru', 1), ('Ni', 3.0), ('K', 12)])",0.0,6051.696,76.25625,33.18903645048235,5.147991225,3241.3047562499996,55.97624999999999,144.85656770833336,7.440625,0.0,0.0,-12.870127043639958,-2.4377552397500004,0.3193980416666667,0.665875,759.87673125,28.591875,144.85656770833336,7.440625,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.19801765,1151275.21085,739.335,687.5,17.1875,0.0,0.0,0.0,0.03,3.2083333333333335,1.375,19.791666666666664,3.125,0.9375,0.5625,9.6875,1.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,19.791666666666664,3.125,17.604166666666664,4.0625,681.7199749999999,34.2975,0.0,0.0,0.0,0.01,0.0,625.1352127591,28.1766575,14170.107600000001,113.1075,9830.760000000002,94.80000000000001,0.0,1559.2337040000002,42.732,0.0,0.010651220273612016,0.002370486196306502,0.0646485669463079,0.09231005547226964,0.1118350592773718,0.13351939097184584,0.1408903409668906,0.09537913682348204,0.014558126925051831,0.3878019025253002,0.010982906699177564,0.004266834521103064,0.005276829633732811,0.015867879944170302,0.03582143572227039,0.05003989537857551,0.027448992129371016,0.019983251566853245,0.2970115297254429,0.08759976471771587,0.037948030177743834,0.026247724915166137,0.0,0.0,0.11577343749999999,0.3421875,3.111325,1.9324999999999999,0.20774531250000003,0.5259375000000001,1.7089734375,1.4065625000000002,9.4328515625,3.3390625000000003,1.0743310209999999,5.0,3.0,12.850000000000003,3.0,14.0,1992.775,0.026691499,300.0,0.2585054875749999
29_300_0,0.0,0.0,0.0,0.0,0.2520652980777776,0.0,0.3151626166234607,1.863070842751945,0.3369493400678181,847.875,24.9375,2509.516041056436,61.493200766875006,4110.427564742031,53.830965625000005,0.0,5532828.8125,1829.4375,0.0,0.0,7881.123749999999,99.8875,34406.166666666664,191.5,0.0,0.0,19119001.916666664,3240.875,897.3278708333333,35.64125,17632.14165,124.2225,3415.2914583333336,57.14375,1.5599666666666667,1.10375,"dict_items([('Ru', 3), ('Y', 1.0), ('K', 12)])",0.0,5333.242725,66.8075,30.008483368719222,5.024172475,3005.46425371875,49.469812499999996,169.1300354166667,9.69875,0.0,0.0,-16.48411838139478,-2.9511860650625,0.271961,0.631,758.31339375,28.369375,169.1300354166667,9.69875,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.952420307,1349482.9593916666,853.6475,319.5,13.5,0.0,0.0,0.0,0.0,9.625,2.0625,9.75,2.4375,4.5,1.125,3.6666666666666665,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,9.75,2.4375,19.833333333333336,4.25,897.3278708333333,35.64125,0.0,0.0,0.0,0.03,0.0,558.2347353333334,27.629,11143.1476,95.42,7730.872500000001,80.36250000000001,0.0,1294.7593164999998,40.975125,0.0,-0.002194666204896973,-0.001298106540419636,0.05651442396191745,0.09507026340108272,0.12080266260216715,0.1413662821524751,0.1472667005898038,0.08532476644814888,0.01176904443511845,1.079018524653141,0.0078349046726092,0.0025617481930735896,0.0015764335000962929,0.012348420296179002,0.021497150054007836,0.03505573626771541,0.01826035080397658,0.033216739355330316,0.229523408644788,0.09091191275349048,0.05254823666592222,0.04436752890324384,0.01,0.0,0.18579166666666663,0.39812499999999995,3.4648749999999997,1.9874999999999998,0.21858593750000002,0.5353125000000001,1.9386703125,1.4521875,10.588504687499999,3.4396875,1.1563007029999999,6.0,3.0,10.488333333333335,2.9000000000000004,5.0,1825.8875,0.005739581999999999,300.0,0.7876411914600001
66_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.75,25.4375,2073.3943345055072,60.307423750000005,4451.1172916287505,54.935381250000006,0.0,5636328.1875,1794.4375,0.0,0.0,13833.15625,112.3125,30769.333333333332,188.0,0.0,0.0,32090720.666666664,3749.5,709.2093499999999,34.635,17990.8608,116.16,5464.693333333333,63.2,2.0846666666666667,1.18,"dict_items([('Ru', 1), ('Rh', 3.0), ('K', 12)])",0.0,5124.5067,61.995,32.66198411392923,5.114072475,2782.5210749999997,45.6825,205.89261875,9.14875,0.0,0.0,-16.12974207594322,-2.757877917875,0.25923204166666663,0.6281875,744.1310000000001,28.387500000000003,205.89261875,9.14875,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.58634798,1441521.326475,834.7725,661.2916666666667,16.8125,0.0,0.0,0.0,0.0,4.166666666666666,1.5625,17.625,2.9375,0.9375,0.5625,9.6875,1.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.625,2.9375,19.833333333333336,4.25,709.2093499999999,34.635,0.0,0.0,0.03,0.01,0.0,623.9317333333333,28.16,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1473.216129,41.957625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158875,0.38437499999999997,3.2933291666666658,1.9681249999999997,0.21782031250000003,0.5334375,1.8148796875,1.4346875,9.998597395833333,3.4028125,0.941666667,4.0,3.0,13.213125000000003,3.0375,1.0,2381.909548,0.043421964,300.0,0.5142986900100004
28_300_0,0.0,0.0,0.0,0.0,0.41989085580215507,0.3705454381568245,1.89142674712933,0.0,0.0,1936.0,44.0,184.08721600553284,13.56787441,10215.1449,101.07,0.0,19562929.0,4423.0,0.0,0.0,13689.0,117.0,21316.0,146.0,0.0,0.0,153016900.0,12370.0,92.16,9.6,0.0,0.0,10261.689999999999,101.3,4.840000000000001,2.2,"dict_items([('Ru', 4)])",0.0,0.0,0.0,54.17696025,7.3605,0.0,0.0,1489.1881000000003,38.59,0.0,0.0,-84.54128648657095,-9.19463357,0.05664400000000001,0.23800000000000002,578.8835999999999,24.06,1489.1881000000003,38.59,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19875468100000002,6796449.0,2607.0,3136.0,56.0,0.0,0.0,0.0,0.0,16.0,4.0,64.0,8.0,9.0,3.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,64.0,8.0,25.0,5.0,92.16,9.6,0.0,0.0,0.0,0.04,0.0,280.89760000000007,16.76,0.0,0.0,0.0,0.0,0.0,810.5409,28.47,0.0,0.01193598075863672,-0.0008737717107655246,0.059182266092269974,0.10628080729907807,0.13151607051070335,0.15319545424371225,0.16099760843999833,0.0985461375382178,0.006855076162957057,0.04588556112625874,0.004460809293960394,0.008472686521571376,0.01136575104262005,0.2702383784050355,0.04286469526789508,0.05437109252480491,0.04019044149869711,0.06457485914750596,0.031440961826566416,0.11384311152178828,0.007800662469645669,0.03655968809669058,0.0,0.0,0.2025,0.45,2.1315999999999997,1.46,0.09922500000000001,0.315,1.311025,1.145,6.7860249999999995,2.605,0.9,2.0,1.0,29.160000000000004,5.4,1.0,2431.225,0.000405497,300.0,0.26903200297500013
33_300_1,0.0,0.4434608883048945,0.0,0.0,0.5176592448679074,0.4427304898515061,0.4731366841625047,1.7485479016611831,0.0,581.25,23.25,2285.8487521203547,60.881268280625,2729.8956240454168,49.7934125,0.0,3837397.666666666,1688.5,0.0,0.0,13588.40625,108.5625,30778.125,188.4375,0.0,0.0,15313160.0,3070.0,739.7440606913372,34.895416666875,27940.093649999995,132.7825,2759.158125,55.293749999999996,1.6011979166666668,1.109375,"dict_items([('Ru', 3), ('Mg', 1.0), ('K', 12)])",0.0,7929.851146874999,70.824375,32.97751730452832,5.1134809125,4468.093361101563,52.511593749999996,156.7270697916667,9.516875,0.0,0.0,-10.428279128611637,-2.6435405985000004,0.454932875,0.6763125,739.8887858541666,28.2655625,156.7270697916667,9.516875,0.0,0.0,0.0,0.5416666666666666,0.8125,0.0625,0.1875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.9668549940000001,1029653.7168916665,798.8975,719.6666666666667,17.0,0.01,0.0,0.0,0.0,2.5,1.5,8.708333333333332,2.375,0.5625,0.5625,3.0625,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,8.708333333333332,2.375,16.5,4.125,739.7440606913372,34.895416666875,0.0,0.0,0.0,0.03,0.0,587.8402940848521,27.804704375,17511.619037500004,102.23375,12336.7153,86.22250000000001,0.0,2300.9362088810417,44.70160625,0.0,0.015401387819898943,0.016955057835497573,0.061016829187450036,0.10837929577449062,0.1425676254428565,0.15218138072346274,0.15774134702495898,0.10373849776691844,0.012254198460884177,0.2033386844967028,0.0011472586732768134,0.001530960361878086,0.0006282648287341508,0.04021981780943359,0.025947838412776973,0.0327441069619877,0.02530242640362806,0.03733257039878198,0.08883825868461763,0.08050569544019702,0.0274223010430433,0.01917637270255693,0.0,0.0,0.14836875,0.36187499999999995,3.0918624999999995,1.9568749999999997,0.2044109375,0.5309375000000001,1.7039953125,1.4259375,9.3873046875,3.3828125,1.048951049,6.0,3.0,10.787812500000003,2.9156250000000004,9.0,2259.4,0.005196434000000001,300.0,0.4280436106500001
93_300_0,0.0,0.3099883584795755,0.0,0.45372387513651796,0.5561930053365636,0.26804489507332363,0.3147439213751753,1.9335081541555252,0.3306225199503743,1428.875,31.0625,2099.600861112869,60.492078328750004,7675.73918200375,70.55441250000001,0.0,8118836.166666667,2150.875,0.0,0.0,8309.21875,93.1875,31614.583333333332,189.6875,0.0,0.0,61144806.083333336,5356.375,726.2077874999999,34.84125,17990.8608,116.16,2482.1566666666663,45.349999999999994,1.81835,1.10875,"dict_items([('Ru', 1), ('Re', 3.0), ('K', 12)])",0.0,5124.5067,61.995,33.7579755819061,5.184313725000001,2782.5210749999997,45.6825,263.84571354166667,10.553125,0.0,0.0,-28.20491922401381,-3.72601208975,0.22953658333333335,0.6083124999999999,751.3353750000001,28.481250000000003,263.84571354166667,10.553125,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.115003504,2270545.220225,1063.8975,597.9583333333333,15.875,0.0,0.0,0.0,0.0,6.458333333333334,1.9375,51.875,5.1875,3.0,1.125,5.5,1.375,0.0,0.0,12.25,2.625,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,13.666666666666666,2.5625,22.1875,4.4375,726.2077874999999,34.84125,0.0,0.03,0.0,0.01,0.0,599.31015,24.77,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1341.9398497500001,36.133875,0.0,0.0059834167762734,0.0030728656269013443,0.0519455203234433,0.19245717573713889,0.11231231980458416,0.11934100465413705,0.13511447120175807,0.07606367125233525,0.1343138997979888,0.32541966126796673,0.02350639714941251,0.0019429121803620844,0.003925334760661349,0.15291574725207413,0.035091015272063965,0.03897672315018394,0.027360667234822573,0.028949726955083768,0.14347067962868382,0.08848420867511396,0.037356269434759566,0.0769867007864854,0.0,0.0,0.19000468749999994,0.41156249999999994,3.3713124999999993,1.9831249999999998,0.21782031250000003,0.5334375,1.8725130208333334,1.4496875,10.269830729166667,3.4328125000000003,1.01,2.0,3.0,12.850000000000003,3.0,14.0,2442.711443,0.018575461,300.0,0.39328240007500015
39_300_0,0.0,0.3663807720601575,0.0,0.0,0.3463736792185799,0.3829727027356853,0.2691927845072897,1.767428314117403,0.2808665481915398,636.1666666666666,21.6875,2033.374200351535,60.023772748750005,2987.82497245622,45.941483437500004,0.0,3863506.270833334,1488.0625,0.0,0.0,6489.842568749999,85.651875,30489.833333333332,187.4375,0.0,0.0,19424920.666666668,2815.75,721.5568499999999,34.785,26662.7163375,152.62875,2127.299375,42.631249999999994,1.5890270833333333,1.043125,"dict_items([('Ru', 1), ('Mn', 3.0), ('K', 12)])",0.0,5858.9421,75.57,32.589816196171725,5.109407475,3098.8605375,55.2825,118.14539375,6.58375,0.0,0.0,-19.886812050094502,-3.08917536725,0.3303909583333333,0.6724375,763.5090749999999,28.63875,118.14539375,6.58375,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.274478783,1041476.407725,700.1475,573.5,15.5,0.0,0.03,0.0,0.0,6.458333333333334,1.9375,13.666666666666666,2.5625,3.0,1.125,5.5,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,13.666666666666666,2.5625,17.604166666666664,4.0625,721.5568499999999,34.785,0.0,0.0,0.0,0.01,0.0,591.2636916666667,27.7025,13083.589969593748,110.5205625,9016.3125,92.47500000000001,0.0,1527.2861629999998,42.446625,0.0,0.032956202552203814,0.0362521310426166,0.06143512778028527,0.09912693819802812,0.14385135266746174,0.14840375433362782,0.15452278138541742,0.10133504173677604,0.010114705803675406,0.6537878974660027,0.008699650928007714,0.0019427772985657922,0.007628032311414706,0.10613564046275864,0.04353071116709982,0.05020792588594241,0.03588840720155614,0.047706702372028016,0.2476955034583081,0.08997875733500478,0.3346771302463225,0.02567227216375627,0.0,0.0,0.1220625,0.34875,3.1207916666666664,1.9343749999999997,0.20278281250000002,0.5221875,1.7299296874999999,1.4121875,9.498659895833335,3.3465625,1.068773234,3.0,3.0,11.532812500000002,2.859375,1.0,2083.431373,0.018088359,300.0,0.36627511671500007
63_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.25,20.9375,2380.923503667336,62.423136458125,2719.464399886234,44.0698335,0.0,4656265.166666666,1632.25,0.0,0.0,6835.465,87.15,33432.25,193.25,0.0,0.0,10671228.479166668,1974.8125,856.0355999999999,36.36,22816.8288375,145.80374999999998,2574.3316666666665,46.025,1.4709500000000002,1.0075,"dict_items([('Ru', 1), ('Sc', 3.0), ('K', 12)])",0.0,6900.878428125,79.179375,30.10785953954391,4.945808100000001,3995.8126014712507,59.4617625,124.84943229166669,6.806875,0.0,0.0,-14.23665782218027,-2.5763530872500002,0.35903412500000004,0.689125,751.9130750000002,28.488750000000003,124.84943229166669,6.806875,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.525061903,1198041.2045999998,755.46,182.29166666666666,7.8125,0.0,0.0,0.0,0.0,12.541666666666668,2.6875,7.25,1.8125,7.5,1.875,1.6666666666666665,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,7.25,1.8125,17.604166666666664,4.0625,856.0355999999999,36.36,0.0,0.0,0.0,0.01,0.03,554.1744706970562,27.169956875,14572.6701,114.045,10010.574600000002,95.30250000000001,0.0,1346.043620734725,40.775748750000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13701249999999998,0.36374999999999996,3.410604166666667,1.9906249999999999,0.2203703125,0.5353125,1.8943317708333336,1.4553125,10.3895015625,3.4459375000000003,0.968836125,3.0,3.0,9.571562499999999,2.634375,12.0,1868.821464,0.015261236000000001,300.0,0.43144555412499963
