,16 2TH,18 2TH,22 2TH,26 2TH,28 2TH,36 2TH,41 2TH,46 2TH,51 2TH,Atomic Number_wt-mad,Atomic Number_wt-mean,Atomic Volume_wt-mad,Atomic Volume_wt-mean,Atomic Weight_wt-mad,Atomic Weight_wt-mean,Bi Loading,Boiling Temperature_wt-mad,Boiling Temperature_wt-mean,Ca Loading,Co Loading,Conductivity_wt-mad,Conductivity_wt-mean,Covalent Radius_wt-mad,Covalent Radius_wt-mean,Cr Loading,Cu Loading,Density_wt-mad,Density_wt-mean,Dipole Polarizability_wt-mad,Dipole Polarizability_wt-mean,Eighth Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Electron Affinity_wt-mad,Electron Affinity_wt-mean,Electronegativity_wt-mad,Electronegativity_wt-mean,Element Dictionary,Fe Loading,Fifth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,First Ionization Energy_wt-mad,First Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fusion Enthalpy_wt-mad,Fusion Enthalpy_wt-mean,GS Bandgap_wt-mad,GS Bandgap_wt-mean,GS Energy_wt-mad,GS Energy_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Fusion_wt-mad,Heat Fusion_wt-mean,Hf Loading,In Loading,Ir Loading,IsAlkali_wt-mad,IsAlkali_wt-mean,IsDBlock_wt-mad,IsDBlock_wt-mean,IsFBlock_wt-mad,IsFBlock_wt-mean,IsMetal_wt-mad,IsMetal_wt-mean,IsMetalloid_wt-mad,IsMetalloid_wt-mean,IsNonmetal_wt-mad,IsNonmetal_wt-mean,K Loading,Measured Conversion,Melting Temperature_wt-mad,Melting Temperature_wt-mean,Mendeleev Number_wt-mad,Mendeleev Number_wt-mean,Mg Loading,Mn Loading,Mo Loading,Ni Loading,Number Unfilled Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Valence Electrons_wt-mad,Number Valence Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Valance Electrons_wt-mad,Number d-shell Valance Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Valance Electrons_wt-mad,Number f-shell Valance Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Valance Electrons_wt-mad,Number p-shell Valance Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Valance Electrons_wt-mad,Number s-shell Valance Electrons_wt-mean,Os Loading,Pd Loading,Periodic Table Column_wt-mad,Periodic Table Column_wt-mean,Periodic Table Row_wt-mad,Periodic Table Row_wt-mean,Polarizability_wt-mad,Polarizability_wt-mean,Pt Loading,Re Loading,Rh Loading,Ru Loading,Sc Loading,Second Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sr Loading,Third Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,W Loading,XRD 2TH 11.10,XRD 2TH 12.79,XRD 2TH 16.19,XRD 2TH 17.50,XRD 2TH 18.15,XRD 2TH 18.94,XRD 2TH 19.60,XRD 2TH 21.84,XRD 2TH 26.74,XRD 2TH 28.61,XRD 2TH 32.10,XRD 2TH 33.59,XRD 2TH 34.26,XRD 2TH 35.35,XRD 2TH 36.03,XRD 2TH 37.12,XRD 2TH 38.49,XRD 2TH 40.14,XRD 2TH 40.83,XRD 2TH 46.27,XRD 2TH 50.54,XRD 2TH 53.42,Y Loading,Zn Loading,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,ammonia_concentration,n_averaged,n_elements,phi_wt-mad,phi_wt-mean,reactor_number,space_velocity,standard error,temperature,predictions
119_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.25,44.5,186.23220554513625,13.64669211,10401.5011500625,101.98775,0.0,17602220.25,4195.5,0.0,0.0,17822.25,133.5,20736.0,144.0,0.0,0.0,154008100.0,12410.0,82.81,9.1,0.0,0.0,11130.25,105.5,5.0176,2.24,"dict_items([('Ru', 2), ('Rh', 2.0)])",0.0,0.0,0.0,54.90365409,7.4097,0.0,0.0,1062.1081000000001,32.59,0.0,0.0,-67.63647125563281,-8.224139545,0.057840249999999996,0.2405,601.2303999999999,24.52,1062.1081000000001,32.59,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.271668024,5866084.0,2422.0,3306.25,57.5,0.0,0.0,0.0,0.0,12.25,3.5,72.25,8.5,6.25,2.5,56.25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,72.25,8.5,25.0,5.0,82.81,9.1,0.0,0.0,0.02,0.02,0.0,303.45640000000003,17.42,0.0,0.0,0.0,0.0,0.0,885.9552249999999,29.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189225,0.435,2.0592249999999996,1.435,0.09455625000000001,0.3075,1.27125625,1.1275,6.56640625,2.5625,1.0359589040000001,3.0,2.0,29.160000000000004,5.4,9.0,2283.960396,0.006907851,300.0,0.33303608544
64_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.75,23.8125,2326.3740476322114,60.992956894375006,3152.300913348678,51.084094500000006,0.0,5126955.166666666,1797.25,0.0,0.0,7827.6466666666665,99.8,32913.25,190.25,0.0,0.0,17010404.9375,3147.9375,831.9036833333333,35.335,19724.195212500003,126.04124999999999,3156.038333333333,56.425,1.6242500000000004,1.1125,"dict_items([('Ru', 3), ('Sc', 1.0), ('K', 12)])",0.0,5902.4089593749995,67.723125,30.71586131509528,5.04568435,3378.5043973237503,50.2755875,180.99785937500002,9.868125000000001,0.0,0.0,-16.246094777959904,-2.93999314725,0.337542875,0.647875,747.0962916666667,28.306250000000002,180.99785937500002,9.868125000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.777252535,1355237.9250166665,854.585,313.5416666666667,13.4375,0.0,0.0,0.0,0.0,9.625,2.0625,9.75,2.4375,4.5,1.125,3.6666666666666665,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,9.75,2.4375,18.145833333333332,4.1875,831.9036833333333,35.335,0.0,0.0,0.0,0.03,0.01,564.2713691490187,27.664985625,12368.465100000001,96.795,8557.346200000002,81.46750000000002,0.0,1361.366201471575,41.23991625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14360416666666664,0.38125,3.3956125000000004,1.9818749999999998,0.22062760416666666,0.5359375000000001,1.8821286458333337,1.4459375,10.3348546875,3.4278125,1.074766355,3.0,3.0,10.548020833333332,2.903125,13.0,2548.259056,0.010154993000000001,300.0,0.9749250200999985
51_300_0,0.0,0.0,0.0,0.0,0.21544048026847307,0.29593236843749793,0.2730158343341316,1.9003806672343233,0.3407690889974688,1409.9583333333335,30.875,2130.313309114594,60.707403364375004,7572.13877266,70.1106,0.0,8060528.1875,2143.1875,0.0,0.0,6159.71875,84.1875,32661.416666666668,191.75,0.0,0.0,54391887.333333336,5024.5,748.0609125,35.10375,17990.8608,116.16,4365.761874999999,57.36874999999999,2.143033333333334,1.195,"dict_items([('Ru', 1), ('W', 3.0), ('K', 12)])",0.0,5124.5067,61.995,33.84800843046329,5.19003435,2782.5210749999997,45.6825,434.2031645833334,13.971250000000001,0.0,0.0,-29.66509993680724,-3.8275944991250004,0.22817054166666664,0.607375,733.9544812500002,28.254375000000003,434.2031645833334,13.971250000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.288939823,2452156.8077249997,1108.1475,561.4583333333333,15.3125,0.0,0.0,0.0,0.0,7.791666666666667,2.125,48.333333333333336,5.0,3.9375,1.3125,4.354166666666666,1.1875,0.0,0.0,12.25,2.625,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,11.875,2.375,22.1875,4.4375,748.0609125,35.10375,0.0,0.0,0.0,0.01,0.0,597.3654958333334,27.78875,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1341.9398497500001,36.133875,0.03,0.008759354163310928,-0.0019880355152646547,0.05730589998063474,0.09458790988648202,0.11930753189417463,0.13599550017964548,0.138266919449164,0.08899442106360002,0.013977883135642466,1.100905649723892,0.005730664985676682,0.004718845328306671,0.003420926164091456,0.19787802502145246,0.02709856363739365,0.039141711649471125,0.026211099836929548,0.04280070233603879,0.4665973326842239,0.0966117505604425,0.08662428939321523,0.04764435704331328,0.0,0.0,0.1956375,0.41625,3.3958463541666664,1.9878124999999998,0.21655000000000002,0.5325,1.8943317708333336,1.4553125,10.36380625,3.443125,1.2126592859999998,3.0,3.0,12.138749999999998,2.925,12.0,1909.9646460000001,0.012289353000000001,300.0,0.3950124162000003
17_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0833333333334,22.4375,2023.2938505686848,59.952004772500004,3229.2434335975,47.555475,0.0,4761512.1875,1650.4375,0.0,0.0,32964.0625,159.375,29842.041666666668,186.125,0.0,0.03,22792847.75,3087.625,671.8927874999999,34.175625,23630.4054,147.285,5793.7527083333325,64.83125,1.81835,1.10875,"dict_items([('Ru', 1), ('Cu', 3.0), ('K', 12)])",0.0,6251.2577249999995,76.9575,33.44273477091798,5.164224975000001,3338.21773125,56.44125,122.011046875,6.713125,0.0,0.0,-9.72481897113079,-2.087942161625,0.30121375,0.6548125,736.3853750000001,28.286250000000003,122.011046875,6.713125,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.11075924699999999,960504.4848125,669.9168749999999,727.75,17.75,0.0,0.0,0.0,0.0,2.375,1.1875,22.083333333333332,3.3125,0.1875,0.1875,13.104166666666668,2.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,22.083333333333332,3.3125,17.604166666666664,4.0625,671.8927874999999,34.175625,0.0,0.0,0.0,0.01,0.0,654.1958535266667,28.574825,14653.7451,114.2325,9498.885,93.86250000000001,0.0,1594.2164334375002,43.0415625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11400468749999998,0.34031249999999996,3.0547874999999993,1.9212499999999997,0.21275781250000003,0.5296875,1.6536401041666666,1.3915625,9.204097395833331,3.3128125,1.015100671,6.0,3.0,11.532812500000002,2.859375,3.0,2354.2,0.024467187999999997,300.0,0.173739331845
121_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3364.0,58.0,321.06521686653184,17.9182928,19538.4484,139.78,0.0,21617850.25,4649.5,0.0,0.0,4900.0,70.0,25760.25,160.5,0.0,0.0,164865600.0,12840.0,166.40999999999997,12.899999999999999,0.0,0.0,2565.4224999999997,50.65,3.0625,1.75,"dict_items([('Ru', 2), ('Hf', 2.0)])",0.0,0.0,0.0,50.30759905622499,7.092784999999999,555.44445,16.665,1082.0810250000002,32.895,0.0,0.0,-91.67040785004795,-9.574466452500001,0.036481000000000006,0.191,619.761025,24.895,1082.0810250000002,32.895,0.02,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.268181045,6535692.25,2556.5,2550.25,50.5,0.0,0.0,0.0,0.0,36.0,6.0,169.0,13.0,30.25,5.5,20.25,4.5,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0,0.25,0.5,2.25,1.5,0.0,0.0,36.0,6.0,30.25,5.5,166.40999999999997,12.899999999999999,0.0,0.0,0.0,0.02,0.0,252.17440000000005,15.88,0.0,0.0,0.0,0.0,0.0,670.0332249999999,25.884999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916,0.54,2.3562250000000002,1.5350000000000001,0.09765625,0.3125,1.4945062500000001,1.2225000000000001,7.603806250000001,2.7575000000000003,1.198712792,3.0,2.0,20.25,4.5,3.0,2465.65058,0.00436456,300.0,0.369572971705
59_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293.75,28.75,2284.5229913680805,61.36547171,6826.587550555834,64.268725,0.0,6668230.041666666,1936.375,0.0,0.0,7628.645833333333,94.375,33601.5,192.375,0.0,0.0,34072224.0,3852.0,820.2489750000001,35.6475,17990.8608,116.16,2443.2287499999998,48.9625,1.5156,1.0525,"dict_items([('Ru', 2), ('Hf', 2.0), ('K', 12)])",0.0,5124.5067,61.995,31.054251047865343,5.028693725,2348.8731,49.848749999999995,226.515625,9.975000000000001,0.0,0.0,-21.70942467514726,-3.216771397875,0.2336848333333333,0.6154999999999999,752.1871708333334,28.423750000000002,226.515625,9.975000000000001,0.02,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.7993198579999999,1619459.536475,891.5225,515.6666666666666,14.875,0.0,0.0,0.0,0.0,9.75,2.25,36.0,4.0,5.041666666666666,1.375,3.375,1.125,0.0,0.0,8.166666666666668,1.75,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,9.75,2.25,21.875,4.375,820.2489750000001,35.6475,0.0,0.0,0.0,0.02,0.0,585.142525,27.6925,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1327.871127333333,40.82575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199375,0.4125,3.4734750000000005,1.9962499999999999,0.22049895833333333,0.535625,1.9401968750000003,1.460625,10.606844791666667,3.456875,1.020408163,3.0,3.0,10.546875,2.8125,0.0,2234.988453,0.004969793,300.0,0.7372814177149997
117_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,37.0,206.97941200899004,14.38677907,6926.400624999998,83.225,0.0,7848402.25,2801.5,0.0,0.0,13572.25,116.5,17956.0,134.0,0.0,0.0,95160025.0,9755.0,14.581597221252775,1.8916666664999995,15138.0,87.0,2565.4224999999997,50.65,3.7056250000000004,1.925,"dict_items([('Ru', 2), ('Zn', 2.0)])",0.0,3411.3799999999997,41.3,70.17998464515026,8.377349500000001,1764.1799999999998,29.7,521.163241,22.829,0.0,0.0,-27.220393991570816,-5.2173167425,0.097969,0.313,611.3256250000001,24.725,521.163241,22.829,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.223536878,2721972.0256,1649.84,3906.25,62.5,0.0,0.0,0.0,0.0,4.0,2.0,100.0,10.0,2.25,1.5,72.25,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,2.25,1.5,0.0,0.0,100.0,10.0,20.25,4.5,14.581597221252775,1.8916666664999995,0.0,0.0,0.0,0.02,0.0,301.445815218025,17.362195,8978.0,67.0,5832.0,54.0,0.0,1162.57131225,34.0965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09765625,0.3125,1.5876000000000001,1.26,0.07700625,0.27749999999999997,0.9653062499999998,0.9824999999999999,5.028806249999999,2.2424999999999997,1.0362647329999999,3.0,2.0,22.5625,4.75,6.0,2178.425,0.012090695,300.0,0.21581279944000006
61_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.75,23.8125,2326.3740476322114,60.992956894375006,3152.300913348678,51.084094500000006,0.0,5126955.166666666,1797.25,0.0,0.0,7827.6466666666665,99.8,32913.25,190.25,0.0,0.0,17010404.9375,3147.9375,831.9036833333333,35.335,19724.195212500003,126.04124999999999,3156.038333333333,56.425,1.6242500000000004,1.1125,"dict_items([('Ru', 3), ('Sc', 1.0), ('K', 12)])",0.0,5902.4089593749995,67.723125,30.71586131509528,5.04568435,3378.5043973237503,50.2755875,180.99785937500002,9.868125000000001,0.0,0.0,-16.246094777959904,-2.93999314725,0.337542875,0.647875,747.0962916666667,28.306250000000002,180.99785937500002,9.868125000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.99774301,1355237.9250166665,854.585,313.5416666666667,13.4375,0.0,0.0,0.0,0.0,9.625,2.0625,9.75,2.4375,4.5,1.125,3.6666666666666665,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,9.75,2.4375,18.145833333333332,4.1875,831.9036833333333,35.335,0.0,0.0,0.0,0.03,0.01,564.2713691490187,27.664985625,12368.465100000001,96.795,8557.346200000002,81.46750000000002,0.0,1361.366201471575,41.23991625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14360416666666664,0.38125,3.3956125000000004,1.9818749999999998,0.22062760416666666,0.5359375000000001,1.8821286458333337,1.4459375,10.3348546875,3.4278125,1.027874564,3.0,3.0,10.548020833333332,2.903125,10.0,2271.047228,0.00225699,300.0,0.7887256234100012
43_300_0,0.0,0.3920032104800555,0.0,0.0,0.5682174809089453,0.3825093280811842,0.0,1.7868545088635983,0.0,696.0,24.0,2036.4563618000402,60.18568355375,3300.3663210225004,51.52410625,0.0,5003879.229166666,1787.3125,0.0,0.0,11043.541666666666,104.84375,30632.166666666664,188.3125,0.01,0.0,23133230.25,3407.625,750.5558083333332,34.9475,21682.819712499997,127.70375,4230.958333333333,59.3125,1.7647500000000003,1.13125,"dict_items([('Ru', 3), ('Cr', 1.0), ('K', 12)])",0.0,5045.535174999999,66.33624999999999,31.139563433156916,5.0584981,2683.231425,48.754999999999995,212.59626562500003,10.299375000000001,0.0,0.0,-20.730079159684017,-3.141255862875,0.30826391666666664,0.6404375,723.13994375,28.170625,212.59626562500003,10.299375000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.553851534,1498564.2112666667,877.46,569.25,15.8125,0.0,0.0,0.0,0.0,6.875,1.875,13.125,2.625,2.333333333333333,0.875,6.5,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,13.125,2.625,18.145833333333332,4.1875,750.5558083333332,34.9475,0.0,0.0,0.0,0.03,0.0,603.2435878227083,27.89535625,13634.4301875,98.18125,7621.794464937813,80.21468125000001,0.0,1460.2415815000002,41.627625,0.0,0.0030420456219919967,0.02210491781863746,0.06357460129217969,0.1020794597601654,0.14000259149091462,0.14206816184986035,0.14636532111003633,0.1027194258599683,0.014322356196461428,0.055157177225550594,0.0042007899756623494,0.002543322113431381,0.004319884418815633,0.10329626040846844,0.027297832094783567,0.03268931296928464,0.02811525859554924,0.025546623137790124,0.017432610318001685,0.07664364396532722,0.01074019154932053,0.026343842592848343,0.0,0.0,0.13464166666666666,0.37749999999999995,3.2733125,1.9718749999999998,0.21858593750000002,0.5353125000000001,1.7980973958333335,1.4365625,9.924233854166665,3.4084375,0.992184108,5.0,3.0,12.261562500000002,2.990625,5.0,1828.512563,0.025160832999999997,300.0,0.4080371855950002
37_300_0,0.0,0.3601989945183064,0.0,0.0,0.24227095082932595,0.4423352902107069,0.32771843535129364,1.800216388270961,0.3077483664741933,705.8333333333333,24.0625,2039.112692508264,60.193168991250005,3362.8515194459897,51.707977812500005,0.0,4541473.8125,1749.1875,0.0,0.0,7524.008356249999,99.300625,30632.166666666664,188.3125,0.0,0.0,23650354.0,3428.25,722.0754333333333,34.81,22415.5657125,128.31625,2759.158125,55.293749999999996,1.712797916666667,1.1243750000000001,"dict_items([('Ru', 3), ('Mn', 1.0), ('K', 12)])",0.0,5157.2956,66.52,32.53119875132939,5.100217475,2740.1085375000002,48.8825,175.74884375,9.793750000000001,0.0,0.0,-20.026884381387777,-3.1109339072499997,0.31558954166666664,0.6423125,755.977625,28.356250000000003,175.74884375,9.793750000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.366017921,1243777.767725,836.1475,592.0,16.0,0.0,0.01,0.0,0.0,6.041666666666667,1.8125,14.333333333333332,2.6875,2.333333333333333,0.875,6.5,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,14.333333333333332,2.6875,18.145833333333332,4.1875,722.0754333333333,34.81,0.0,0.0,0.0,0.03,0.0,594.2517583333333,27.8425,11319.661226531249,95.6201875,7851.187500000001,80.525,0.0,1503.9072916666664,41.796875,0.0,0.004048479063500858,0.05915601819396035,0.05177637468490266,0.0970860360561098,0.15856275500244205,0.1434151920650447,0.1508304627473607,0.08967861963620963,0.015541169367118798,0.9734453760381804,0.0048921173829041395,0.0047273970616431,0.004934501182923547,0.05688607819826943,0.04978392498130453,0.04647390109155771,0.042539151680800816,0.046354584419423084,0.22505152604896014,0.09940408798944056,0.08649998893905099,0.027916353006908992,0.0,0.0,0.1316875,0.37625,3.1671749999999994,1.9631249999999998,0.20642343750000003,0.5315625,1.7536640625,1.4315625,9.635254687500002,3.3946875,0.969141755,6.0,3.0,12.011770833333337,2.9781250000000004,14.0,2048.075,0.031951098,300.0,0.5122836721700003
120_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,61.0,209.2121837034275,14.46416896,21926.797929,148.077,0.0,18151860.25,4260.5,0.0,0.0,8892.49,94.3,19881.0,141.0,0.0,0.0,279892900.0,16730.0,64.80250000000001,8.05,0.0,0.0,23500.890000000003,153.3,5.0176,2.24,"dict_items([('Ru', 2), ('Pt', 2.0)])",0.0,0.0,0.0,66.5798881225,8.15965,0.0,0.0,923.09630625,30.3825,0.0,0.0,-57.93602260250514,-7.611571625,0.03441025,0.1855,623.0016,24.96,923.09630625,30.3825,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12098664199999999,5401905.64,2324.2,3540.25,59.5,0.0,0.0,0.0,0.0,9.0,3.0,256.0,16.0,4.0,2.0,64.0,8.0,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,81.0,9.0,30.25,5.5,64.80250000000001,8.05,0.02,0.0,0.0,0.02,0.0,311.92858225,17.6615,0.0,0.0,0.0,0.0,0.0,405.27045,14.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304,0.48,2.1315999999999997,1.46,0.07155625,0.2675,1.4220562499999998,1.1925,7.03575625,2.6525,1.05032022,3.0,2.0,30.525625000000005,5.525,2.0,2165.170512,0.007827856999999999,300.0,0.30044825578000006
124_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,24.0,3545.561845863008,65.13920173,3299.3189666390626,51.55018750000001,0.0,3902512.5,1678.5,0.0,0.0,4858.32375,81.175,39250.875,199.75,0.0,0.0,4688640.0,1760.0,1255.8840874999996,38.0975,21065.3154,148.41,1704.2999999999997,43.699999999999996,0.9383999999999999,0.9199999999999999,"dict_items([('Y', 4), ('K', 12.0)])",0.0,6485.78835,81.245,25.39096458528259,4.809822475000001,3695.741723625,60.83175,31.558921875000006,4.59875,0.0,0.0,-9.223181305327484,-2.4393047285,0.338786875,0.64225,809.1841125000001,28.832500000000003,31.558921875000006,4.59875,0.0,0.0,0.0,0.375,0.75,0.125,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.20772391899999998,749728.5253374999,702.1475,39.375,5.25,0.0,0.0,0.0,0.0,15.0,3.0,3.0,1.5,10.125,2.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.75,1.875,1.25,0.0,0.0,3.0,1.5,19.125,4.25,1255.8840874999996,38.0975,0.0,0.0,0.0,0.0,0.0,587.1721695,26.7785,13683.1126,117.17,9408.36,97.80000000000001,0.0,1309.4244735000002,39.484500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.20068749999999996,0.4225,3.8029874999999995,2.0175,0.2422875,0.5325,2.1235500000000003,1.485,11.610787499999999,3.5025,1.083827265,3.0,2.0,6.778437500000001,2.4875,6.0,2333.992095,0.00261685,300.0,0.5565763739750001
