,Atomic Number_wt-mad,Atomic Number_wt-mean,Atomic Volume_wt-mad,Atomic Volume_wt-mean,Atomic Weight_wt-mad,Atomic Weight_wt-mean,Bi Loading,Boiling Temperature_wt-mad,Boiling Temperature_wt-mean,Ca Loading,Co Loading,Conductivity_wt-mad,Conductivity_wt-mean,Covalent Radius_wt-mad,Covalent Radius_wt-mean,Cr Loading,Cu Loading,Density_wt-mad,Density_wt-mean,Dipole Polarizability_wt-mad,Dipole Polarizability_wt-mean,Eighth Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Electron Affinity_wt-mad,Electron Affinity_wt-mean,Electronegativity_wt-mad,Electronegativity_wt-mean,Element Dictionary,Fe Loading,Fifth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,First Ionization Energy_wt-mad,First Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fusion Enthalpy_wt-mad,Fusion Enthalpy_wt-mean,GS Bandgap_wt-mad,GS Bandgap_wt-mean,GS Energy_wt-mad,GS Energy_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Fusion_wt-mad,Heat Fusion_wt-mean,Hf Loading,In Loading,Ir Loading,IsAlkali_wt-mad,IsAlkali_wt-mean,IsDBlock_wt-mad,IsDBlock_wt-mean,IsFBlock_wt-mad,IsFBlock_wt-mean,IsMetal_wt-mad,IsMetal_wt-mean,IsMetalloid_wt-mad,IsMetalloid_wt-mean,IsNonmetal_wt-mad,IsNonmetal_wt-mean,K Loading,Measured Conversion,Melting Temperature_wt-mad,Melting Temperature_wt-mean,Mendeleev Number_wt-mad,Mendeleev Number_wt-mean,Mg Loading,Mn Loading,Mo Loading,Ni Loading,Number Unfilled Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Valence Electrons_wt-mad,Number Valence Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Valance Electrons_wt-mad,Number d-shell Valance Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Valance Electrons_wt-mad,Number f-shell Valance Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Valance Electrons_wt-mad,Number p-shell Valance Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Valance Electrons_wt-mad,Number s-shell Valance Electrons_wt-mean,Os Loading,Pd Loading,Periodic Table Column_wt-mad,Periodic Table Column_wt-mean,Periodic Table Row_wt-mad,Periodic Table Row_wt-mean,Polarizability_wt-mad,Polarizability_wt-mean,Pt Loading,Re Loading,Rh Loading,Ru Loading,Sc Loading,Second Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sr Loading,Third Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,W Loading,XRD 2TH 11.10,XRD 2TH 12.79,XRD 2TH 16.19,XRD 2TH 17.50,XRD 2TH 18.15,XRD 2TH 18.94,XRD 2TH 19.60,XRD 2TH 21.84,XRD 2TH 26.74,XRD 2TH 28.61,XRD 2TH 32.10,XRD 2TH 33.59,XRD 2TH 34.26,XRD 2TH 35.35,XRD 2TH 36.03,XRD 2TH 37.12,XRD 2TH 38.49,XRD 2TH 40.14,XRD 2TH 40.83,XRD 2TH 46.27,XRD 2TH 50.54,XRD 2TH 53.42,Y Loading,Zn Loading,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,ammonia_concentration,n_averaged,n_elements,phi_wt-mad,phi_wt-mean,reactor_number,space_velocity,standard error,temperature,predictions
66_300_0,915.75,25.4375,2073.3943345055072,60.307423750000005,4451.1172916287505,54.935381250000006,0.0,5636328.1875,1794.4375,0.0,0.0,13833.15625,112.3125,30769.333333333332,188.0,0.0,0.0,32090720.666666664,3749.5,709.2093499999999,34.635,17990.8608,116.16,5464.693333333333,63.2,2.0846666666666667,1.18,"dict_items([('Ru', 1), ('Rh', 3.0), ('K', 12)])",0.0,5124.5067,61.995,32.66198411392923,5.114072475,2782.5210749999997,45.6825,205.89261875,9.14875,0.0,0.0,-16.12974207594322,-2.757877917875,0.25923204166666663,0.6281875,744.1310000000001,28.387500000000003,205.89261875,9.14875,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.58634798,1441521.326475,834.7725,661.2916666666667,16.8125,0.0,0.0,0.0,0.0,4.166666666666666,1.5625,17.625,2.9375,0.9375,0.5625,9.6875,1.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.625,2.9375,19.833333333333336,4.25,709.2093499999999,34.635,0.0,0.0,0.03,0.01,0.0,623.9317333333333,28.16,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1473.216129,41.957625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158875,0.38437499999999997,3.2933291666666658,1.9681249999999997,0.21782031250000003,0.5334375,1.8148796875,1.4346875,9.998597395833333,3.4028125,0.941666667,4.0,3.0,13.213125000000003,3.0375,1.0,2381.909548,0.043421964,300.0,0.3732162031300002
73_300_0,837.4583333333333,24.875,3034.09196755672,62.887570635625,4081.2525993266668,53.750600000000006,0.0,4044997.5,1706.75,0.0,0.0,8583.7575,101.025,34782.0,191.8125,0.0,0.0,16520630.666666666,3125.75,935.8408708333333,35.819375,17157.9617125,123.80375,2868.081727083333,55.608124999999994,1.438297916666667,1.086875,"dict_items([('Ru', 3), ('Sr', 1.0), ('K', 12)])",0.0,5126.831099999999,66.47,28.944178999935787,4.99151935,2903.2389749999998,49.245,152.33839791666668,9.451250000000002,0.0,0.0,-10.587183416077446,-2.652324429125,0.2738605,0.6315,761.2078437499999,28.385625000000005,152.33839791666668,9.451250000000002,0.0,0.0,0.0,0.5416666666666666,0.8125,0.0625,0.1875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.842363016,1074039.9258499998,806.835,295.91666666666663,13.25,0.0,0.0,0.0,0.0,2.5,1.5,8.708333333333332,2.375,0.5625,0.5625,3.0625,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,8.708333333333332,2.375,19.833333333333336,4.25,935.8408708333333,35.819375,0.0,0.0,0.0,0.03,0.0,545.761363104375,27.55438125,10596.1851,94.795,7629.397500000001,80.22500000000001,0.01,1654.9014031666666,42.37325,0.0,0.007181258806950162,0.008143058938662127,0.07683544738937657,0.08753783784766223,0.10882127552397236,0.12804609699960254,0.13893520535591686,0.09411902575939253,0.019648233657505856,0.2813978248229931,0.017481200340413002,0.003425317294899461,0.003413173415395905,0.020219276513524058,0.040979824497192334,0.039071735213291936,0.022436910749228024,0.02619680278956887,0.12698209667721905,0.09898286226968228,0.04873353166423738,0.012597290076237113,0.0,0.0,0.19442956249999999,0.4014375,3.596625,1.998125,0.23296510416666666,0.5396875,1.9956286458333334,1.4584375,10.951542187499998,3.4565625,1.0899898890000002,4.0,3.0,9.547500000000001,2.85,5.0,1963.090452,0.047738585,300.0,0.8824987020999996
60_300_0,1372.5,30.5,2304.7677449670455,61.90927400875,7340.5568335975,69.107475,0.0,6765728.854166666,1964.6875,0.0,0.0,7153.75,88.5,33918.083333333336,194.1875,0.0,0.0,34591887.333333336,3910.75,829.7406000000001,36.06,17990.8608,116.16,2127.299375,42.631249999999994,1.4346,0.9962500000000001,"dict_items([('Ru', 1), ('Hf', 3.0), ('K', 12)])",0.0,5124.5067,61.995,30.84759477503578,4.995229350000001,2447.0299499999996,51.931875,210.35013020833333,9.263125,0.0,0.0,-22.029852844103605,-3.2642505081874997,0.23145429166666664,0.609625,754.9492812500001,28.528125000000003,210.35013020833333,9.263125,0.03,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.815484798,1607992.8171,885.21,491.8333333333333,14.1875,0.0,0.0,0.0,0.0,10.833333333333332,2.5,41.625,4.625,6.1875,1.6875,2.4375,0.8125,0.0,0.0,12.25,2.625,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,8.666666666666666,2.0,22.1875,4.4375,829.7406000000001,36.06,0.0,0.0,0.0,0.01,0.0,582.818225,27.5825,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1317.3613789999997,40.502625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2048125,0.42374999999999996,3.4897875000000003,2.0056249999999998,0.2203703125,0.5353125,1.953065104166667,1.4703125,10.665334895833334,3.4759375,1.017094017,3.0,3.0,10.125,2.7,1.0,2320.496084,0.005644400999999999,300.0,0.7636238899599995
85_300_0,879.375,25.125,2112.2751150994914,60.398680005,4271.706559451666,54.27185,0.0,6601403.229166666,1910.3125,0.0,0.0,12802.96875,107.4375,31730.916666666664,189.25,0.0,0.0,28237561.916666664,3603.875,766.1755583333332,35.0225,18675.1474,125.13499999999999,4416.303333333333,59.787499999999994,2.00725,1.1625,"dict_items([('Ru', 3), ('Mo', 1.0), ('K', 12)])",0.0,4484.847859375001,65.40062499999999,31.81672716524791,5.0788681,2606.6940375,48.582499999999996,296.09321562499997,11.329375,0.0,0.0,-22.72386573254352,-3.2250303147499997,0.26085529166666666,0.6280625,730.9566,28.215000000000003,296.09321562499997,11.329375,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.207592836,1795090.9870999998,922.21,576.7916666666667,15.875,0.0,0.0,0.01,0.0,6.875,1.875,13.125,2.625,2.333333333333333,0.875,6.5,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,13.125,2.625,19.833333333333336,4.25,766.1755583333332,35.0225,0.0,0.0,0.0,0.03,0.0,599.7770833333334,27.875,11677.670688,96.024,6632.518226305001,78.85172500000002,0.0,1399.0056265,41.38825,0.0,0.037763355446491946,0.029490839172623136,0.08793978724742878,0.10452722285152848,0.1267929260997087,0.13894109088627585,0.14129613323429455,0.10287585377176513,0.029072376331528905,0.2599808015017277,0.01550370355238059,-0.001818282733985905,0.006439403442051943,0.040164942603105096,0.04020169954455293,0.03442355871812928,0.023337847971303238,0.025366150073791283,0.19403780009804172,0.10294082019777252,0.04704157800162628,0.05397755294854237,0.0,0.0,0.17139166666666666,0.39249999999999996,3.3725999999999994,1.9799999999999998,0.2145151041666667,0.5340625,1.8821286458333337,1.4459375,10.294942187500002,3.4259375,0.98,2.0,3.0,12.261562500000002,2.990625,4.0,2271.25,0.008592479,300.0,0.2638560857299998
65_300_0,913.5,25.375,2073.0556113382813,60.297571537500005,4441.822250797501,54.820662500000005,0.0,5725650.375,1822.875,0.0,0.0,13579.125,110.25,30810.25,188.25,0.0,0.0,32047927.33333333,3744.5,710.4891416666666,34.6975,17990.8608,116.16,5419.298333333332,62.675,2.0758333333333336,1.175,"dict_items([('Ru', 2), ('Rh', 2.0), ('K', 12)])",0.0,5124.5067,61.995,32.62270598416423,5.1079224750000005,2782.5210749999997,45.6825,222.77136875,9.898750000000001,0.0,0.0,-16.83924675561173,-2.879189671,0.2591030833333333,0.627875,742.6237333333335,28.330000000000002,222.77136875,9.898750000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.813473852,1481454.5785583332,857.8975,653.9166666666667,16.625,0.0,0.0,0.0,0.0,4.333333333333333,1.625,17.25,2.875,1.0416666666666667,0.625,9.375,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.25,2.875,19.833333333333336,4.25,710.4891416666666,34.6975,0.0,0.0,0.02,0.02,0.0,622.1038083333334,28.0775,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1467.5323740000001,41.79575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15965,0.38625,3.2985583333333324,1.97125,0.21820312500000003,0.534375,1.8176468749999999,1.4368750000000001,10.014207291666667,3.408125,1.152512998,4.0,3.0,13.213125000000002,3.0375,0.0,2279.15,0.038327593,300.0,0.5720364620199998
63_300_0,586.25,20.9375,2380.923503667336,62.423136458125,2719.464399886234,44.0698335,0.0,4656265.166666666,1632.25,0.0,0.0,6835.465,87.15,33432.25,193.25,0.0,0.0,10671228.479166668,1974.8125,856.0355999999999,36.36,22816.8288375,145.80374999999998,2574.3316666666665,46.025,1.4709500000000002,1.0075,"dict_items([('Ru', 1), ('Sc', 3.0), ('K', 12)])",0.0,6900.878428125,79.179375,30.10785953954391,4.945808100000001,3995.8126014712507,59.4617625,124.84943229166669,6.806875,0.0,0.0,-14.23665782218027,-2.5763530872500002,0.35903412500000004,0.689125,751.9130750000002,28.488750000000003,124.84943229166669,6.806875,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.525061903,1198041.2045999998,755.46,182.29166666666666,7.8125,0.0,0.0,0.0,0.0,12.541666666666668,2.6875,7.25,1.8125,7.5,1.875,1.6666666666666665,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,7.25,1.8125,17.604166666666664,4.0625,856.0355999999999,36.36,0.0,0.0,0.0,0.01,0.03,554.1744706970562,27.169956875,14572.6701,114.045,10010.574600000002,95.30250000000001,0.0,1346.043620734725,40.775748750000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13701249999999998,0.36374999999999996,3.410604166666667,1.9906249999999999,0.2203703125,0.5353125,1.8943317708333336,1.4553125,10.3895015625,3.4459375000000003,0.968836125,3.0,3.0,9.571562499999999,2.634375,12.0,1868.821464,0.015261236000000001,300.0,0.4329423434299995
41_300_0,705.25,23.25,2005.452578073169,59.949543366250005,3267.5728230183336,49.29415,0.0,4968935.041666667,1725.125,0.0,0.0,10642.839999999998,102.8625,29326.0,186.0,0.0,0.0,24360311.5,3301.75,685.1983916666666,34.4725,21612.8004,136.41,5492.428749999999,62.9625,1.8549125000000002,1.1287500000000001,"dict_items([('Ru', 2), ('Ni', 2.0), ('K', 12)])",0.0,5674.4384,71.5025,33.076496220280475,5.130534975,3042.6182249999997,52.544999999999995,170.54260000000002,8.760000000000002,0.0,0.0,-14.073954840797889,-2.6657745522500003,0.3132223333333333,0.653,756.5380375000001,28.466250000000002,170.54260000000002,8.760000000000002,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.397457438,1236822.6039749999,794.2725,675.0,16.875,0.0,0.0,0.0,0.02,3.5,1.5,19.0,3.0,1.0416666666666667,0.625,9.375,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,19.0,3.0,17.875,4.125,685.1983916666666,34.4725,0.0,0.0,0.0,0.02,0.0,623.1816553394,28.088605,13128.717600000002,104.795,9130.785000000002,88.05000000000001,0.0,1543.908464,42.312,0.0,0.01975244196210736,0.0002730538817797981,0.09070358493113444,0.08167186881261414,0.09784171315238156,0.1226725802944622,0.11838128436632185,0.10508103042494277,0.03485203749069807,0.6691083511057158,0.04454464360381585,0.013225531001489677,0.022993101024992288,0.05036620906904943,0.09494779658479792,0.07258521882880041,0.03898979268906578,0.0354214707362462,0.4278624459181146,0.1528323929849349,0.04766408780593299,0.031447152676812404,0.0,0.0,0.121165625,0.35812499999999997,3.1354749999999996,1.9474999999999998,0.20910312500000003,0.529375,1.7230218750000001,1.418125,9.507890625,3.365625,1.046207498,5.0,3.0,12.90354166666667,3.0125,13.0,2276.708543,0.026677706000000002,300.0,0.3121784716650002
108_300_0,977.6666666666667,26.1875,2411.005521946705,62.624389065625,4859.101803347499,57.168975,0.0,3874325.0,1490.125,0.0,0.0,9995.6275,99.525,30769.333333333332,188.0,0.0,0.0,19069387.333333332,2785.75,725.4318499999999,34.831875,17990.8608,116.16,2860.576666666667,48.05,1.7380000000000004,1.08625,"dict_items([('Ru', 1), ('In', 3.0), ('K', 12)])",0.0,5124.5067,61.995,27.982784132722347,4.800471225000001,3206.4199124999996,55.8075,70.45359016666667,4.7801875,0.0,0.0,-8.198041045055714,-1.897844750375,0.25637058333333335,0.6263124999999999,769.629,28.7175,70.45359016666667,4.7801875,0.0,0.03,0.0,0.25,0.75,0.020833333333333332,0.0625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.212177537,557617.9420999999,495.913125,884.9583333333333,19.8125,0.0,0.0,0.0,0.0,6.458333333333334,1.9375,27.041666666666668,3.6875,0.1875,0.1875,13.104166666666668,2.3125,0.0,0.0,0.0,0.0,1.5625,0.9375,0.0625,0.1875,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,27.041666666666668,3.6875,19.833333333333336,4.25,725.4318499999999,34.831875,0.0,0.0,0.0,0.01,0.0,634.6722544431251,28.30818125,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1411.4647290000003,41.3895,0.0,0.10047417990017517,0.04439800675166667,0.29161433384486496,0.047919795494465366,0.05006567723131858,0.05837883702278963,0.06692358315328331,0.1366437466619635,0.21616681818519548,0.671182511554308,0.2310593209123432,0.1262334417746735,0.16750348785167873,0.17918420829742684,0.3439947244917211,0.2180520418690559,0.14032532570024542,0.13285992851079018,0.26613027443057025,0.33996016577168003,0.06434403335463626,0.05521491936972625,0.0,0.0,0.14676250000000002,0.373125,3.008016666666667,1.9118749999999998,0.1858078125,0.5090625,1.6950651041666664,1.4028125,9.220355729166666,3.3146875,1.054888508,3.0,3.0,10.611562500000002,2.75625,13.0,2268.817734,0.016420089,300.0,0.15962727652
45_300_0,623.5,21.5,2030.2180744338377,60.00131643625001,2907.4389648075003,45.389868750000005,0.0,4486290.854166666,1602.4375,0.0,0.0,10773.625,102.28125,30489.833333333332,187.4375,0.03,0.0,18695139.416666668,2753.875,755.9249749999999,35.1975,25602.846337499996,150.79125,3901.041666666666,54.6875,1.65945,1.06375,"dict_items([('Ru', 1), ('Cr', 3.0), ('K', 12)])",0.0,5705.926125,75.01875,30.68249621384579,4.984249350000001,3021.4214999999995,54.9,167.2104010416667,8.100625,0.0,0.0,-20.986695258262,-3.180141234125,0.32095908333333334,0.6668125,720.86173125,28.081875000000004,167.2104010416667,8.100625,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.244143542,1407408.0733499997,824.085,537.75,14.9375,0.0,0.0,0.0,0.0,7.791666666666667,2.125,11.875,2.375,3.0,1.125,5.5,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.875,2.375,17.604166666666664,4.0625,755.9249749999999,35.1975,0.0,0.0,0.0,0.01,0.0,602.5021126347915,27.86106875,16414.9547625,118.20375,8698.28159981344,91.54404375000001,0.0,1471.1598165000003,41.938875,0.0,0.029840831906520437,0.009592897771214257,0.06289123576732944,0.10343886617119448,0.11626317969218215,0.13369343329441366,0.14159949110756928,0.08817039736207731,0.012146008916851487,0.4569895542195494,0.002449979542329964,0.0015753119141679447,0.002079562833946167,0.047705181965791835,0.017127794446288275,0.03139188119660126,0.021802622320186253,0.027275177170170903,0.33101401794997776,0.07680810306283857,0.03947610817305023,0.022726800829294472,0.0,0.0,0.12572499999999998,0.3525,3.2546375,1.9606249999999998,0.21782031250000003,0.5334375,1.7863630208333334,1.4271875,9.864180729166666,3.3878125,0.9649280579999999,3.0,3.0,11.877187500000002,2.896875,9.0,2153.137255,0.015857146000000003,300.0,0.35870762552500013
29_300_0,847.875,24.9375,2509.516041056436,61.493200766875006,4110.427564742031,53.830965625000005,0.0,5532828.8125,1829.4375,0.0,0.0,7881.123749999999,99.8875,34406.166666666664,191.5,0.0,0.0,19119001.916666664,3240.875,897.3278708333333,35.64125,17632.14165,124.2225,3415.2914583333336,57.14375,1.5599666666666667,1.10375,"dict_items([('Ru', 3), ('Y', 1.0), ('K', 12)])",0.0,5333.242725,66.8075,30.008483368719222,5.024172475,3005.46425371875,49.469812499999996,169.1300354166667,9.69875,0.0,0.0,-16.48411838139478,-2.9511860650625,0.271961,0.631,758.31339375,28.369375,169.1300354166667,9.69875,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.952420307,1349482.9593916666,853.6475,319.5,13.5,0.0,0.0,0.0,0.0,9.625,2.0625,9.75,2.4375,4.5,1.125,3.6666666666666665,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,9.75,2.4375,19.833333333333336,4.25,897.3278708333333,35.64125,0.0,0.0,0.0,0.03,0.0,558.2347353333334,27.629,11143.1476,95.42,7730.872500000001,80.36250000000001,0.0,1294.7593164999998,40.975125,0.0,-0.002194666204896973,-0.001298106540419636,0.05651442396191745,0.09507026340108272,0.12080266260216715,0.1413662821524751,0.1472667005898038,0.08532476644814888,0.01176904443511845,1.079018524653141,0.0078349046726092,0.0025617481930735896,0.0015764335000962929,0.012348420296179002,0.021497150054007836,0.03505573626771541,0.01826035080397658,0.033216739355330316,0.229523408644788,0.09091191275349048,0.05254823666592222,0.04436752890324384,0.01,0.0,0.18579166666666663,0.39812499999999995,3.4648749999999997,1.9874999999999998,0.21858593750000002,0.5353125000000001,1.9386703125,1.4521875,10.588504687499999,3.4396875,1.1563007029999999,6.0,3.0,10.488333333333335,2.9000000000000004,5.0,1825.8875,0.005739581999999999,300.0,0.8524417280599991
56_300_0,615.5833333333334,22.25,2821.2804740895986,63.949031223750005,2821.8895091725,46.967225,0.0,3717786.0,1546.5,0.02,0.0,16346.9375,116.625,33687.5,192.5,0.0,0.0,11732144.0,2382.0,964.7359101333412,36.83916666625,20327.3889,134.565,2496.9260375,49.25875,1.3601,1.0150000000000001,"dict_items([('Ru', 2), ('Ca', 2.0), ('K', 12)])",0.0,6064.35585,72.5575,29.332500477089468,4.939704975,3466.7082124999997,54.091249999999995,126.0120875,7.6425,0.0,0.0,-9.041754161906006,-2.216025176625,0.37129724999999997,0.678375,754.7325383750001,28.448625000000003,126.0120875,7.6425,0.0,0.0,0.0,0.5833333333333334,0.875,0.041666666666666664,0.125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.6971633009999999,970864.6360583333,717.6475,222.75,10.125,0.0,0.0,0.0,0.0,2.0833333333333335,1.25,7.333333333333333,2.0,0.375,0.375,2.041666666666667,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,7.333333333333333,2.0,17.875,4.125,964.7359101333412,36.83916666625,0.0,0.0,0.0,0.02,0.0,548.4110798065999,27.301465,12736.0866,104.07000000000001,9175.273275000001,88.14750000000001,0.0,1847.6820971587501,44.2773875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14548333333333335,0.37625,3.535483333333332,2.005,0.23210312500000005,0.541875,1.953271875,1.463125,10.745407291666666,3.468125,1.072858287,3.0,3.0,9.11625,2.68125,14.0,1934.7254899999998,0.022414884,300.0,0.6662126421499999
40_300_1,735.5833333333333,24.25,2010.944177061147,60.113705239375,3443.137046272917,51.942687500000005,0.0,5191620.8125,1802.4375,0.0,0.0,10811.619999999999,104.49375,29542.791666666664,187.375,0.0,0.0,25956726.25,3518.125,688.6768083333333,34.6475,20008.5954,126.285,5434.091458333332,62.293749999999996,1.8846979166666669,1.146875,"dict_items([('Ru', 3), ('Ni', 1.0), ('K', 12)])",0.0,5297.1808,66.74875,32.963955990078595,5.113078725,2843.93169375,49.113749999999996,196.2286322916667,10.079375,0.0,0.0,-15.277782637955816,-2.89379386475,0.307046625,0.6401249999999999,753.19934375,28.340625000000003,196.2286322916667,10.079375,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.537932085,1322369.9970999998,849.21,662.5,16.5625,0.0,0.0,0.0,0.01,3.7916666666666665,1.625,18.208333333333332,2.875,1.1458333333333333,0.6875,9.0625,1.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,18.208333333333332,2.875,18.145833333333332,4.1875,688.6768083333333,34.6475,0.0,0.0,0.0,0.03,0.0,621.2280979197001,28.0005525,12087.3276,96.4825,8430.810000000001,81.30000000000001,0.0,1528.583224,41.892,0.0,0.14348674858388705,0.11238787423409284,0.2737195241612076,0.08613410380195494,0.1203793296337378,0.10738121340060527,0.1116198220073452,0.16257406773016636,0.1914924455849535,3.9138915203186446,0.2260154428013537,0.129025690556779,0.1712975595173826,0.2251838472429734,0.4148047550620608,0.2572351612997762,0.16553664232732668,0.1807249844222978,1.350424485949938,0.3909368382846621,0.16309218819966334,0.07953508991996201,0.0,0.0,0.1265578125,0.37406249999999996,3.1596249999999997,1.9625,0.21046093750000003,0.5328125,1.7370703125000002,1.4296875,9.5829296875,3.3921875,1.011608624,3.0,3.0,12.957083333333337,3.0250000000000004,3.0,2393.819095,0.018925942,300.0,0.3518192779850002
